OdorIdx,ListIdx,MolIdx,CAS,OdorTypeN,OdorDescriptorN
1295,3,2065,2349-07-7,243,381;426;243;482;57;25;536;236;215;377
1296,3,2066,2349-13-5,215,30;201;243;482;25;525;188;396;112;215;377
1297,3,2070,2351-90-8,215,274;243;531;382;248;505;396;215
1298,3,2078,2363-88-4,191,358;353;191;115;130;482;243;208
1299,3,2079,2363-89-5,191,191;257;243
1300,3,2083,2371-13-3,322,505;381;181;322
1301,3,2085,2371-42-8,181,181;337
1302,3,2089,2379-55-7,181,191;181
1303,3,2097,2385-77-5,257,130;208;257
1304,3,2103,2396-77-2,191,191;181;243;396;215
1305,3,2104,2396-78-3,181,181;243;482;208;188;215
1306,3,2106,2396-83-0,215,243;482;326;208;396;215
1307,3,2107,2396-84-1,215,295;189;396;482;243;525;505;215;23
1308,3,2108,2396-85-2,215,145;215;243;382
1309,3,2115,2408-20-0,215,30;459;6;189;11;25;505;426;215
1310,3,2116,2408-37-9,496,259;128;415;281;496
1311,3,2117,2409-55-4,289,321;289
1312,3,2120,2412-73-9,40,40;201;257
1313,3,2121,2412-80-8,215,105;41;482;396;215
1314,3,2136,2432-51-1,105,184;214;480;105;221;502;80
1315,3,2137,2432-77-1,215,189;105;201;243;419;505;215;80
1316,3,2142,2432-91-9,243,257;470;243;219
1317,3,2146,2435-16-7,243,430;201;531;376;343
1318,3,2148,2436-90-0,201,257;430;495;201;130
1319,3,2150,2437-25-4,130,178;130;326;360;470
1320,3,2155,2438-10-0,337,180;337
1321,3,2156,2438-20-2,215,189;438;215;482
1322,3,2160,2439-44-3,243,215;243
1323,3,2162,2441-06-7,215,396;259;491;475
1324,3,2164,2442-10-6,257,353;257;181;243;208;286;215
1325,3,2168,2444-49-7,480,354;480;221
1326,3,2170,2445-67-2,215,215;482
1327,3,2171,2445-69-4,215,41;505;215;189
1328,3,2172,2445-72-9,215,30;41;25;79;215
1329,3,2173,2445-76-3,215,381;243;337;212;215
1330,3,2174,2445-77-4,215,143;257;105;481;181;29;243;25;536;215
1331,3,2175,2445-78-5,215,243;482;57;25;531;188;215
1332,3,2177,2445-83-2,504,504;482;140;408;157
1333,3,2194,2463-53-8,191,191;518;102;243;531;161;322;117
1334,3,2195,2463-63-0,243,191;243
1335,3,2196,2463-77-6,215,360;208;215
1336,3,2221,2497-18-9,243,288;410;29;243;482;25;531;42;208;215
1337,3,2222,2497-21-4,4,189;243;326;4;505;470;415
1338,3,2223,2497-25-8,191,486;191
1339,3,2226,2500-83-6,201,201;257;243
1340,3,2233,2511-00-4,215,381;215;243
1341,3,2241,2520-60-7,201,272;201
1342,3,2248,2530-10-1,75,319;75;427
1343,3,2263,2548-87-0,191,191;257;288;41;243;161;531;208
1344,3,2264,2550-11-0,130,238;58;208;215
1345,3,2267,2550-26-7,201,40;201
1346,3,2269,2550-40-5,11,184;134;11;346;141;454;354
1347,3,2270,2550-52-9,335,408;22;335
1348,3,2271,2550-59-6,335,335
1349,3,2278,2555-49-9,201,201;243;430
1350,3,2279,2556-10-7,243,288;201;243;342;266;208
1351,3,2281,2563-07-7,517,245;538;470;517
1352,3,2282,2565-82-4,201,201;482;430
1353,3,2286,2568-06-1,257,257;243;422;430
1354,3,2287,2568-25-4,201,340;482;341;58;538;215
1355,3,2317,2623-23-6,325,329;257;491;201;215
1356,3,2321,2628-17-3,394,394;319;111;482;337;321
1357,3,2328,2639-63-6,243,518;464;482;243;25;531;188;215
1358,3,2330,2639-68-1,215,353;56;381;243;538;215
1359,3,2340,2679-87-0,57,538;201;57
1360,3,2353,2705-87-5,215,396;482;243;84;25;531;505;215
1361,3,2358,2719-08-6,215,408;215;475
1362,3,2359,2721-22-4,531,353;191;105;159;482;531;79;327;171
1363,3,2376,2756-56-1,40,82;257;181;395;538;286;215;415
1364,3,2378,2758-18-1,215,191;215;482
1365,3,2391,2785-87-7,470,459;394;12;482;137;408;470
1366,3,2392,2785-89-9,470,394;38;463;482;137;538;321;470;517
1367,3,2414,2825-91-4,215,327;215;482
1368,3,2416,2835-39-4,215,41;482;25;396;112;215;415
1369,3,2423,2847-30-5,121,253;378;15
1370,3,2424,2847-30-5,348,348;254;13
1371,3,2429,2867-05-2,538,257;243;538
1372,3,2436,2874-76-2,464,538;531;130;464
1373,3,2439,2882-20-4,348,518;427;348;320;13
1374,3,2440,2882-21-5,348,380;15;254
1375,3,2476,2949-92-0,480,480;415;427
1376,3,2485,2983-36-0,201,201;215;243
1377,3,2486,2983-37-1,366,163;257;366;91;208;215
1378,3,2490,2986-54-1,538,375;335;499;178;538;99;17
1379,3,2499,3008-43-3,87,479;141
1380,3,2504,3016-19-1,495,495;208;201;482
1381,3,2506,3025-30-7,243,381;518;243;482;25;531;505;215
1382,3,2516,3033-23-6,201,226;430;201;243;326;408;154
1383,3,2541,3080-69-1,201,226;201;430
1384,3,2550,3100-36-5,335,335;499;178;201;22;531;136;40
1385,3,2566,3142-66-3,257,506;257
1386,3,2567,3142-72-1,4,468;271;481;178;475;4;538;215
1387,3,2570,3149-28-8,121,348;139;482
1388,3,2578,3155-71-3,201,499;288;522;348;178;482;63;251;538
1389,3,2591,3184-13-2,243,154;243
1390,3,2596,3188-00-9,69,466;348;438;482;79;69;72
1391,3,2598,3194-17-0,87,87;482
1392,3,2600,3208-16-0,111,49;75;111;181;482;69;309
1393,3,2601,3208-40-0,215,243;215;482
1394,3,2602,3209-13-0,332,314;349;251;538;215
1395,3,2618,3240-09-3,191,202;533;243;518
1396,3,2619,3240-29-7,40,357;257;339;40;281;286
1397,3,2623,3249-68-1,243,481;243;482;57;215
1398,3,2629,3268-49-3,518,353;518;319;543;71;181;159;337;404;502;69;108;451
1399,3,2640,3289-28-9,105,215;536;105
1400,3,2643,3293-47-8,538,17;201;538
1401,3,2648,3301-90-4,140,353;181;140;243
1402,3,2649,3301-94-8,140,353;191;159;482;140;327;157
1403,3,2669,3338-55-4,201,525;201;257;482
1404,3,2670,3338-56-5,538,482;538
1405,3,2676,3360-41-6,201,430
1406,3,2691,3387-41-5,538,353;82;495;130;243;395;538;470
1407,3,2692,3390-12-3,243,240;215;243
1408,3,2696,3391-83-1,335,353;335;269;482;22;17
1409,3,2697,3391-86-4,181,353;518;115;181;421;243;334;216
1410,3,2698,3391-87-5,325,325;329
1411,3,2710,3407-42-9,538,482;135;538;444
1412,3,2717,3420-59-5,87,87;215;75
1413,3,2725,3452-97-9,243,240;82;533;9;257;288;147;201;181;243;251;57;322;538
1414,3,2732,3460-44-4,215,275;272;274;181;201;482;57;73;212;505;215;413
1415,3,2746,3487-99-8,40,17;363;139;40;281
1416,3,2747,3488-00-4,40,40;163;215;170
1417,3,2748,3489-28-9,480,191;480;283;319;451
1418,3,2749,3491-63-2,201,202;201;259;243;341;266;417;483
1419,3,2751,3494-76-6,470,470;538;215
1420,3,2753,3508-98-3,40,363;341;138;40;474
1421,3,2770,3549-23-3,531,259;531;215;288
1422,3,2773,3558-60-9,243,272;430;201;243;326;123
1423,3,2777,3564-98-5,257,329;257;190
1424,3,2785,3569-36-6,194,304;194
1425,3,2789,3572-06-3,57,271;61;420;57
1426,3,2792,3581-87-1,243,243;518
1427,3,2794,3581-91-7,199,427;348;243;199;20;460;454;451
1428,3,2795,3583-00-4,257,82;257;243;538;208
1429,3,2796,3586-14-9,215,226;201;430
1430,3,2802,3600-24-6,480,354;480;221
1431,3,2808,3608-11-5,257,497;257;178;441;392;538
1432,3,2810,3613-30-7,201,298;201;482;322;208
1433,3,2815,3615-41-6,352,
1434,3,2820,3623-51-6,325,325;329;147
1435,3,2821,3623-52-7,325,82;538;325;337
1436,4,14,3658-77-3,87,477;156;482;475
1437,4,15,3658-77-3,87,87;75;156;482;475;451;478;72
1438,4,17,3658-80-8,11,356;184;480;518;319;11;355;145;208;451
1439,4,19,3658-93-3,195,143;381;201;25;266;215
1440,4,31,3681-71-8,243,240;381;41;482;243;25;322;208;215
1441,4,33,3681-82-1,215,459;381;41;243;215
1442,4,41,3687-48-7,334,522;181;265;334;322;215;216
1443,4,45,3691-12-1,538,40;482;538;390
1444,4,52,3698-95-1,181,405;181;380
1445,4,60,3720-16-9,257,208;163;243;101
1446,4,64,3724-61-6,191,191;215;419
1447,4,65,3724-65-0,327,75;427
1448,4,75,3738-00-9,17,18;335;178;482;538;17
1449,4,77,3744-02-3,518,6;518;415
1450,4,81,3760-11-0,191,353;191
1451,4,90,3777-69-3,215,49;518;181;243;326;215
1452,4,92,3777-71-7,243,353;282;191;427;319;348;243;171
1453,4,95,3782-00-1,394,394;38;499;319;111;463;415;296;289;423
1454,4,99,3790-78-1,531,201;531
1455,4,104,3796-70-1,201,247;381;430;307;243;531;538;208;505;215
1456,4,116,3848-24-6,79,87;353;394;191;271;178;159;482;79;215
1457,4,122,3856-25-5,538,259;470;538
1458,4,126,3876-52-6,468,468;159;105
1459,4,128,3877-15-4,11,11;159;290;243
1460,4,132,3879-26-3,191,191;326
1461,4,138,3891-59-6,352,
1462,4,151,3913-71-1,191,358;191;9;430;201;243
1463,4,152,3913-80-2,243,353;381;9;191;181;243;531;322;505
1464,4,153,3913-81-3,191,191;9;403;115;181;243;334;531;149
1465,4,154,3913-85-7,191,
1466,4,155,3915-83-1,201,468;56;430;158;481;201;130;25;236;61;215
1467,4,164,3943-74-6,517,394;245;525;90;470;517
1468,4,186,4023-65-8,518,498;518;348;178;337
1469,4,215,4077-47-8,331,87;49;518;526;65;319;479;346;482;337;139;141;334;404;331;215
1470,4,224,4104-45-4,480,426;480;518;105
1471,4,226,4112-89-4,40,394;111;201;259;482;538;408;40;450;470
1472,4,233,4124-63-4,80,80
1473,4,237,4128-17-0,353,353;531
1474,4,251,4166-20-5,87,87;191;66;479;482;500;330;505;478;215
1475,4,253,4173-41-5,257,191;257;243;251;215
1476,4,255,4175-66-0,348,348;427
1477,4,260,4177-16-6,348,
1478,4,266,4180-23-8,295,295;482;321;328;23
1479,4,271,4192-77-2,201,40;259;201
1480,4,283,4208-49-5,87,87;271;215
1481,4,284,4208-57-5,40,40
1482,4,292,4221-98-1,495,495;470;321
1483,4,293,4221-99-2,353,353;536
1484,4,298,4230-97-1,191,191;41;482;243;531;505;396;215
1485,4,304,4253-89-8,11,480;319;11;354;80
1486,4,310,4265-16-1,215,348;14
1487,4,311,4265-25-2,,394;75
1488,4,312,4265-97-8,531,353;191;243;337;531;208;505;215
1489,4,316,4276-68-0,,311;215;243
1490,4,331,4312-99-6,181,257;518;115;70;181;337;326;199;334;451;177;80
1491,4,333,4313-03-5,191,353;191;9;518;126;243
1492,4,352,4342-60-3,481,99;163;481;96
1493,4,357,4351-10-4,243,191;243
1494,4,358,4351-54-6,189,189;147;41;271;482;112;215
1495,4,361,4353-01-9,470,126;470
1496,4,365,4359-47-1,243,243;326;220;417;123;215
1497,4,367,4359-57-3,130,358;9;191;130;208
1498,4,369,4360-47-8,470,126;470;95
1499,4,371,4361-23-3,201,522;201;538
1500,4,374,4362-22-5,201,334;201;243;181
1501,4,375,4364-06-1,470,257;126;243;208;470
1502,4,390,4385-48-2,157,243;157
1503,4,395,4395-92-0,243,163;202;9;181;243;154
1504,4,396,4396-62-7,415,319;415
1505,4,403,4407-36-7,40,243;482;266;408;40;470;127
1506,4,405,4410-99-5,436,480;436
1507,4,406,4411-89-6,337,49;259;139;482;341;348;337;201;417;408;154
1508,4,418,4426-79-3,243,243
1509,4,423,4430-31-3,504,282;504;257;159;482;140;538;327;517;157
1510,4,425,4430-36-8,80,80;417
1511,4,429,4430-42-6,417,80;417
1512,4,432,4433-36-7,201,430;201;482;538;40
1513,4,435,4437-20-1,141,480;115;427;319;141;320;142;404;354;80
1514,4,436,4437-22-3,141,348;181;141
1515,4,438,4437-51-8,79,87;16;348;79
1516,4,441,4440-65-7,243,459;518;288;243;25;502;322;505
1517,4,444,4442-79-9,201,298;147;430;175;201;243;531;386
1518,4,449,4455-13-4,215,505;480;243;215
1519,4,455,4466-24-4,470,470;482;215;536
1520,4,467,4493-42-9,215,291;381;531;215
1521,4,474,4500-58-7,480,319;480;463;427
1522,4,476,4501-58-0,257,257;288;243;538;17
1523,4,477,4502-00-5,79,79
1524,4,486,4532-64-3,480,480;319;11;141;51
1525,4,492,4536-23-6,105,353;191;105;115;427;4;284;117;215;451
1526,4,511,4573-50-6,329,329;415;389
1527,4,516,4586-22-5,470,181;470;538
1528,4,519,4602-84-0,201,201;178;482;301;208;21
1529,4,520,4606-15-9,259,30;430;201;259;482
1530,4,528,4621-04-9,289,533;432;243;326;180;289
1531,4,531,4625-90-5,538,282;257;538;101
1532,4,532,4630-07-3,130,358;238;353;178;130;482;243;538;208
1533,4,533,4630-07-3,130,
1534,4,535,4630-82-4,215,329;147;482;57;327;396;188;215
1535,4,540,4643-25-8,189,189
1536,4,541,4643-27-0,543,271;543;396;264;181;326;334;69;505;215
1537,4,550,4673-31-8,49,49;181;243;482;337;538
1538,4,551,4674-50-4,130,358;238;383;239;130;482;220;538
1539,4,553,4675-87-0,243,353;243
1540,4,560,4695-62-9,40,82;257;147;495;325;181;395;538;99;208;496
1541,4,572,4707-47-5,332,332;349;394;181;538
1542,4,583,4728-82-9,215,30;396;243;482;531;426;215;377
1543,4,585,4732-13-2,470,91;257;470
1544,4,592,4747-07-3,257,257;482;369;286;215
1545,4,596,4748-78-1,215,112;482;23;14
1546,4,600,4755-83-3,335,335
1547,4,612,4798-44-1,189,243;438;189
1548,4,613,4798-44-1,243,181;243;326
1549,4,621,4819-67-4,201,353;272;202;257;430;243;140
1550,4,623,4826-62-4,257,358;310;257;130;243;215
1551,4,625,4829-04-3,480,355;480;482;354
1552,4,632,4861-58-9,191,45;191;60;150;319;195;116;158;254
1553,4,633,4861-85-2,201,430;259;201;482;261;408;154
1554,4,634,4864-61-3,257,56;238;329;9;191;430;130;243;25;531;538;24;208
1555,4,638,4883-60-7,538,394;499;178;348;538;408;470;135
1556,4,639,4884-24-6,215,9;329;243;538;215
1557,4,645,4906-24-5,215,41;111;159;482;277;25;79;396;188;215;415
1558,4,651,4927-36-0,470,390;201;430;538
1559,4,652,4927-39-3,201,531;201;538;520
1560,4,654,4938-52-7,243,353;6;181;243;326;334;502;470;215
1561,4,656,4940-11-8,87,87;477;271;156;482;475;57
1562,4,657,4941-78-0,335,335
1563,4,659,4948-28-1,538,82;269;198;395;538
1564,4,661,4951-48-8,257,257;430;201;482;386
1565,4,669,4984-01-4,538,395;257;538
1566,4,673,4996-48-9,87,87;193;536
1567,4,677,5009-32-5,215,39;215
1568,4,689,5058-19-5,243,243
1569,4,695,5077-67-8,141,234;72;482;337;141;78;309
1570,4,703,5090-63-1,130,130;238;215
1571,4,727,5132-75-2,215,191;215
1572,4,729,5137-52-0,40,22;40;499;121
1573,4,734,5146-66-7,130,
1574,4,747,5166-53-0,215,105;482;57
1575,4,750,5173-69-3,181,265;181;337
1576,4,751,5173-70-6,181,265;181;177;337
1577,4,752,5182-36-5,201,130;243;220;208;343
1578,4,761,5205-11-8,40,491;121;544;40;215
1579,4,769,5208-59-3,257,40;201;257;538
1580,4,776,5240-32-4,257,5;257;178;251;268;538;343
1581,4,783,5271-38-5,319,319;480
1582,4,785,5273-85-8,470,201;470
1583,4,795,5287-45-6,480,480;354;290;463;462
1584,4,797,5292-21-7,4,87;459;191;105;259;337;4;2;408
1585,4,814,5320-75-2,40,40;470;79;215
1586,4,822,5331-14-6,201,243;326;334;220;527
1587,4,823,5331-32-8,40,395;40;82;538
1588,4,830,5333-83-5,319,52;319;244;427
1589,4,834,5337-68-8,480,
1590,4,846,5349-62-2,538,479;482;538;470;215
1591,4,847,5350-03-8,353,353;531;191
1592,4,851,5355-63-5,159,159;215;482
1593,4,852,5362-56-1,189,240;143;9;189;26;243;25;538;208;470;415
1594,4,862,5392-40-5,130,459;274;490;482;243;291;208;292
1595,4,863,5392-40-5,130,291;130;482
1596,4,871,5396-89-4,201,41;201;215;482
1597,4,874,5405-41-4,215,236;29;243;531;505;215
1598,4,875,5405-58-3,215,257;189;243;482;531
1599,4,876,5406-12-2,201,297;298;256
1600,4,878,5406-58-6,538,82;250;482;538;444
1601,4,881,5413-49-0,87,353;87
1602,4,883,5413-60-5,201,464;201;243;395;538;99
1603,4,886,5418-86-0,181,334;181;337;506
1604,4,889,5420-98-4,470,126;482;84;525;470
1605,4,890,5421-00-1,121,259;201;482;121
1606,4,892,5421-12-5,243,201;257;243
1607,4,893,5421-17-0,243,202;430;201;259;243;482;531;536;408;215
1608,4,894,5421-27-2,191,531;191;215
1609,4,901,5426-78-8,243,430;288;243;154;208
1610,4,904,5434-57-1,191,191;201;482;337;243;538;215
1611,4,905,5435-64-3,9,240;9;533;191;178;130;243;343
1612,4,906,5436-21-5,189,189;348;337;58;8
1613,4,913,5442-00-2,201,226;329;201;243;333;40
1614,4,915,5444-75-7,189,189
1615,4,920,5451-52-5,201,362;261
1616,4,924,5451-80-9,215,28;215
1617,4,927,5451-88-7,215,201;215;475
1618,4,928,5451-95-6,40,358;329;339;482;537
1619,4,929,5452-07-3,215,399;420;475
1620,4,931,5454-09-1,215,531;215;482;430
1621,4,932,5454-11-5,201,30;201;430
1622,4,934,5454-19-3,189,143;191;189;215;438
1623,4,935,5454-21-7,215,30;257;440;215
1624,4,938,5454-28-4,243,240;353;381;295;473;243;536;505;215
1625,4,939,5455-24-3,191,159;191;79
1626,4,942,5457-70-5,531,87;143;139;243;482;531;536;215
1627,4,944,5458-59-3,215,41;143;215;140
1628,4,951,5461-02-9,215,531;215
1629,4,952,5461-06-3,215,353;201;215;243
1630,4,953,5461-08-5,215,399;271;57;256;408;505;215
1631,4,954,5462-06-6,24,193;482;243;46;420;23
1632,4,958,5466-06-8,480,319;22;236;462;215
1633,4,963,5468-06-4,201,201;482;181
1634,4,967,5471-51-2,57,457;271;201;482;57;538;426;420
1635,4,975,5502-75-0,201,240;163;307;201;333;208;135
1636,4,985,5524-05-0,329,325;329;257
1637,4,991,5552-30-7,538,366;100;429;538;420
1638,4,998,5577-44-6,243,353;381;191;518;130;243;322
1639,4,1000,5579-78-2,157,282;191;504;105;159;178;482;140;79;101;327
1640,4,1007,5585-39-7,130,
1641,4,1009,5595-79-9,470,168;201;482;137;90;539;408;40;470;517
1642,4,1013,56014-72-3,257,257;312;518;304;482;101;72;194
1643,4,1017,5616-51-3,480,480;518;11;463;451
1644,4,1019,5617-64-1,157,348;243;470;517;157
1645,4,1031,5655-61-8,40,257;208;482;198;538;40
1646,4,1032,5660-60-6,470,12;525;126;470
1647,4,1051,5703-26-4,201,24;408;250
1648,4,1052,5704-20-1,506,506;181;348
1649,4,1054,5724-81-2,20,20;454;461
1650,4,1064,5756-24-1,480,319;480;221
1651,4,1065,5760-50-9,181,191;430;201;181;531;216
1652,4,1066,5764-85-2,215,178;251;475;22;215;289
1653,4,1082,5794-03-6,538,82;257;198;538;208
1654,4,1083,5794-04-7,538,495;208;538;198
1655,4,1091,5837-78-5,215,87;511;201;482;57;505;215
1656,4,1101,5862-47-5,505,319;482;322;505;419
1657,4,1105,5870-68-8,215,505;343;396;215
1658,4,1107,5870-93-9,215,201;259;482;103;493;505;215;135
1659,4,1114,5888-51-7,337,181;337
1660,4,1123,5905-46-4,480,355;480
1661,4,1127,5910-85-0,243,470;215;243;415
1662,4,1129,5910-87-2,191,191;214;243;523;531;161;322;117
1663,4,1131,5910-89-4,348,87;427;348;139;346;337;141;524;404;408;379
1664,4,1133,5912-86-7,470,137;470
1665,4,1134,5912-87-8,470,137;470
1666,4,1138,5921-82-4,72,
1667,4,1139,5921-83-5,201,381;201;482;430
1668,4,1140,5925-68-8,480,480;518;221;404;80
1669,4,1141,5925-75-7,480,480;518;11;327;171
1670,4,1148,5932-68-3,470,394;201;482;90;470
1671,4,1149,5933-87-9,215,143;215;536
1672,4,1151,5937-11-1,40,40;181
1673,4,1157,5943-34-0,480,480;221
1674,4,1160,5947-36-4,257,82;329;257;208;147;395;538;40
1675,4,1162,5949-05-3,130,130;257;135
1676,4,1166,5953-49-1,215,468;25;381;215
1677,4,1189,5978-70-1,161,191;159;161;468
1678,4,1197,5986-38-9,130,306;300;130;482;291;144;208
1679,4,1199,5986-55-0,538,82;375;181;408
1680,4,1202,5988-91-0,130,291;9;130;243
1681,4,1207,5989-27-5,130,358;383;130;482;208
1682,4,1208,5989-33-3,181,201;181;482;538
1683,4,1210,5989-54-8,495,495;390;395;257
1684,4,1223,6007-26-7,480,
1685,4,1233,6028-61-1,480,356;480;518;221;11;243;505;354;415
1686,4,1235,6032-29-7,195,353;217;243;337;482;25;195;536;8;43
1687,4,1236,6033-23-4,334,353;191;105;334;331;106
1688,4,1237,6033-24-5,215,353;191;215;482
1689,4,1256,6066-49-5,257,394;257;101
1690,4,1273,6091-50-5,325,325;329;257;389
1691,4,1294,6126-50-7,243,353;243;415;518
1692,4,1324,6159-22-4,348,348;518
1693,4,1337,6169-06-8,334,353;191;159;334;236
1694,4,1339,6175-49-1,130,130;201;215;358
1695,4,1346,6191-71-5,243,353;240;191;518;159;243;208;171
1696,4,1360,6221-92-7,531,243;531;463;326
1697,4,1361,6221-93-8,215,19;215;536
1698,4,1365,6222-35-1,215,41;243;482;531;215
1699,4,1370,6243-10-3,215,396;215
1700,4,1377,6258-60-2,480,480;75;201;40;23
1701,4,1378,6258-63-5,141,199;142
1702,4,1379,6259-76-3,257,363;208;257;243
1703,4,1381,6261-18-3,216,334;216
1704,4,1382,6263-65-6,480,319;505;201;480
1705,4,1385,6270-03-7,201,259;333;220;266;520;40
1706,4,1387,6270-55-9,215,215;141
1707,4,1388,6270-56-0,470,470;482
1708,4,1392,6281-40-9,215,243;215;482
1709,4,1394,6283-92-7,79,191;79
1710,4,1404,6290-17-1,215,295;399;475;25;208;215
1711,4,1406,6290-33-1,329,329;289
1712,4,1407,6290-37-5,201,41;481;201;259;482;243;531;538;396
1713,4,1409,6293-37-4,536,381;536;236
1714,4,1414,6297-41-2,257,430;201;103;31;215
1715,4,1419,6304-24-1,31,31;387
1716,4,1420,6309-51-9,531,353;191;217;543;159;531;536;8;377
1717,4,1427,6314-97-2,243,482;243;266;301;208;13
1718,4,1432,6321-45-5,215,396
1719,4,1455,6378-65-0,243,240;257;518;243;482;57;531;208;505;215
1720,4,1456,6379-72-2,470,137;470
1721,4,1457,6379-73-3,257,130;470;257;288
1722,4,1458,6380-23-0,201,533;201;243;154;215
1723,4,1459,6380-24-1,470,137;470
1724,4,1465,6381-91-5,352,
1725,4,1467,6382-06-5,215,143;65;215
1726,4,1478,6413-10-1,215,399;243;482;25;538;505;215
1727,4,1479,6413-26-9,257,496;257;190;538
1728,4,1482,6415-59-4,257,257;101
1729,4,1501,6454-22-4,159,171;159;215;243
1730,4,1506,6471-66-5,201,536;187;482
1731,4,1512,6485-40-1,329,469;329;257;482
1732,4,1515,6493-80-7,257,257;485;482;343;123;496
1733,4,1519,6513-03-7,195,543;195;322
1734,4,1531,6540-86-9,480,480;145;427
1735,4,1542,6561-39-3,201,65;215;243;518
1736,4,1552,6622-76-0,189,438;189
1737,4,1555,6624-71-1,215,353;191;215
1738,4,1557,6627-88-9,319,394;38;75;427;319;463;482;320;538;249
1739,4,1558,6628-18-8,480,171;480
1740,4,1562,6635-22-9,470,470;482
1741,4,1563,6638-05-7,394,87;394;463;137;429;538;321;470
1742,4,1571,6658-48-6,201,353;314;298;201;243;333;242;40;505
1743,4,1586,6707-60-4,335,335;482;531;538;215
1744,4,1589,6712-79-4,538,40;525;538
1745,4,1593,6728-26-3,243,459;191;9;257;105;288;41;243;208;470;215;135
1746,4,1594,6728-31-0,243,353;191;159;243;327;171
1747,4,1598,6738-23-4,470,257;470
1748,4,1602,6750-03-4,243,214;191;161;243
1749,4,1607,6750-60-3,181,181;257;215
1750,4,1611,6753-98-6,538,538
1751,4,1616,6754-68-3,470,227;470
1752,4,1622,6784-13-0,130,257;9;130;243
1753,4,1624,6789-80-6,243,240;191;533;243;25;215
1754,4,1625,6789-88-4,40,208;446;538;40;135
1755,4,1626,6790-58-5,17,18;491;457;178;482;243;395;538;99;281
1756,4,1630,6807-11-0,201,272;201;220;40;215
1757,4,1632,6812-78-8,201,201;432
1758,4,1650,6839-75-4,451,451;145;427
1759,4,1670,6876-13-7,40,395;208;257;40
1760,4,1694,6911-51-9,436,334;181;436
1761,4,1697,6915-15-7,352,
1762,4,1705,6931-54-0,257,82;434;257;440
1763,4,1709,6938-45-0,243,30;272;243;220;215
1764,4,1710,6938-94-9,188,191;188;468
1765,4,1724,6963-52-6,215,41;426;200;215
1766,4,1725,6963-56-0,201,399;201;482;79;24;505;215
1767,4,1731,6975-24-2,470,17;470
1768,4,1732,6975-60-6,257,87;470;215;417
1769,4,1735,6976-72-3,243,243;446
1770,4,1740,6982-72-5,181,181;427
1771,4,1746,6994-20-3,215,470;215;243
1772,4,1751,7011-83-8,201,272;282;191;159;482;531;140;408;208;343;470;157
1773,4,1765,7069-41-2,531,125;191;464;487;159;531;132;530
1774,4,1767,7070-15-7,538,99;40;395;538
1775,4,1785,7143-69-3,201,259;344;299;430
1776,4,1789,7148-78-9,470,126;470
1777,4,1792,7149-26-0,201,257;362;62;220;538;208
1778,4,1793,7149-29-3,215,215;189
1779,4,1794,7149-32-8,259,334;259;337;430
1780,4,1798,7155-12-6,243,257;440;243;326;40
1781,4,1810,7207-49-0,181,201;181;243;208;135
1782,4,1814,7212-40-0,329,208;329
1783,4,1816,7212-44-4,201,201;130;243;531;538
